,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C)
724,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-25,2016,12,25,1.8,-4.7,-1.5
725,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-26,2016,12,26,2.6,-1.4,0.6
726,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-27,2016,12,27,6.8,-0.6,3.1
727,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-28,2016,12,28,5.6,-1.4,2.1
728,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-29,2016,12,29,4.9,-0.3,2.3
729,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-30,2016,12,30,4.8,-0.9,2
730,-123.18,49.19,VANCOUVER INTL A,1108395,2016-12-31,2016,12,31,2.1,-3,-0.5
731,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-01,2017,1,1,2.2,-2.3,-0.1
732,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-02,2017,1,2,1.4,-6,-2.3
733,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-03,2017,1,3,0.4,-7.8,-3.7
734,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-04,2017,1,4,2.2,-8.4,-3.1
735,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-05,2017,1,5,0.7,-6.6,-3
736,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-06,2017,1,6,2.5,-1.3,0.6
737,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-07,2017,1,7,1.9,-4.1,-1.1
738,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-08,2017,1,8,3.7,0.3,2
739,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-09,2017,1,9,5.2,1.5,3.4
740,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-10,2017,1,10,3.6,-4.5,-0.5
741,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-11,2017,1,11,1.8,-6.7,-2.5
742,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-12,2017,1,12,0.5,-7.6,-3.6
743,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-13,2017,1,13,0.8,-7.1,-3.2
744,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-14,2017,1,14,3.2,-7.1,-2
745,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-15,2017,1,15,4.2,-2.6,0.8
746,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-16,2017,1,16,6,0.2,3.1
747,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-17,2017,1,17,9,4.7,6.9
748,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-18,2017,1,18,11.4,7.9,9.7
749,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-19,2017,1,19,8.7,5.6,7.2
750,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-20,2017,1,20,7.3,1.6,4.5
751,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-21,2017,1,21,10.5,4.2,7.4
752,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-22,2017,1,22,7.4,2,4.7
753,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-23,2017,1,23,6.9,-1.7,2.6
754,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-24,2017,1,24,4.6,-1.8,1.4
755,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-25,2017,1,25,5.8,2.1,4
756,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-26,2017,1,26,7.1,-0.7,3.2
757,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-27,2017,1,27,8.9,2.2,5.6
758,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-28,2017,1,28,9.8,0.1,5
759,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-29,2017,1,29,8.6,2,5.3
760,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-30,2017,1,30,5.8,1.9,3.9
761,-123.18,49.19,VANCOUVER INTL A,1108395,2017-01-31,2017,1,31,6.8,-1.3,2.8
762,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-01,2017,2,1,7.4,-4.9,1.3
763,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-02,2017,2,2,5.8,-5.8,0
764,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-03,2017,2,3,0.9,-2.4,-0.8
765,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-04,2017,2,4,0.9,0,0.5
766,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-05,2017,2,5,0.9,-1.7,-0.4
767,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-06,2017,2,6,-0.1,-3.4,-1.8
768,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-07,2017,2,7,1.6,-6,-2.2
769,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-08,2017,2,8,-0.8,-7.2,-4
770,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-09,2017,2,9,7.2,-0.9,3.2
771,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-10,2017,2,10,7.9,1.3,4.6
772,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-11,2017,2,11,6.9,-0.5,3.2
773,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-12,2017,2,12,6.5,0.5,3.5
774,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-13,2017,2,13,7.7,-1.6,3.1
775,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-14,2017,2,14,11.2,0.1,5.7
776,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-15,2017,2,15,12.2,7.5,9.9
777,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-16,2017,2,16,12.7,4.8,8.8
778,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-17,2017,2,17,10.7,4.5,7.6
779,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-18,2017,2,18,6.3,4.8,5.6
780,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-19,2017,2,19,8.2,4.7,6.5
781,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-20,2017,2,20,8.7,4,6.4
782,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-21,2017,2,21,7.4,1.5,4.5
783,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-22,2017,2,22,6.9,0.2,3.6
784,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-23,2017,2,23,6,-0.7,2.7
785,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-24,2017,2,24,8.1,0.8,4.5
786,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-25,2017,2,25,5.6,-3.4,1.1
787,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-26,2017,2,26,6.6,0.5,3.6
788,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-27,2017,2,27,3.5,-1.8,0.9
789,-123.18,49.19,VANCOUVER INTL A,1108395,2017-02-28,2017,2,28,5.7,-1.7,2
790,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-01,2017,3,1,7.9,3.1,5.5
791,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-02,2017,3,2,7.5,4.4,6
792,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-03,2017,3,3,7.5,5,6.3
793,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-04,2017,3,4,6.7,0.9,3.8
794,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-05,2017,3,5,4.5,0,2.3
795,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-06,2017,3,6,6.2,0.4,3.3
796,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-07,2017,3,7,4.6,0.7,2.7
797,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-08,2017,3,8,7,0.9,4
798,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-09,2017,3,9,4.6,1.2,2.9
799,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-10,2017,3,10,8.8,3.5,6.2
800,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-11,2017,3,11,9.3,4.3,6.8
801,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-12,2017,3,12,9.7,6.6,8.2
802,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-13,2017,3,13,10.3,7,8.7
803,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-14,2017,3,14,14.4,7.6,11
804,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-15,2017,3,15,10.9,7.3,9.1
805,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-16,2017,3,16,9.5,4.7,7.1
806,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-17,2017,3,17,9.1,3,6.1
807,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-18,2017,3,18,8.3,4.7,6.5
808,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-19,2017,3,19,9.2,1.3,5.3
809,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-20,2017,3,20,8.7,-1.4,3.7
810,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-21,2017,3,21,11.7,6.1,8.9
811,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-22,2017,3,22,12.5,6,9.3
812,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-23,2017,3,23,12.3,4.1,8.2
813,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-24,2017,3,24,10.8,5.6,8.2
814,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-25,2017,3,25,10.9,6.3,8.6
815,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-26,2017,3,26,9.9,5.6,7.8
816,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-27,2017,3,27,12.1,5.9,9
817,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-28,2017,3,28,8.9,7.1,8
818,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-29,2017,3,29,13.5,5.8,9.7
819,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-30,2017,3,30,11.8,6.1,9
820,-123.18,49.19,VANCOUVER INTL A,1108395,2017-03-31,2017,3,31,11.7,4,7.9
821,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-01,2017,4,1,10.8,6.4,8.6
822,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-02,2017,4,2,10.6,5.7,8.2
823,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-03,2017,4,3,10.3,1.7,6
824,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-04,2017,4,4,13.8,4.7,9.3
825,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-05,2017,4,5,11.1,8.2,9.7
826,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-06,2017,4,6,13.3,7.2,10.3
827,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-07,2017,4,7,12.6,6,9.3
828,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-08,2017,4,8,8.5,5.7,7.1
829,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-09,2017,4,9,12.9,2.8,7.9
830,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-10,2017,4,10,10.9,6.4,8.7
831,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-11,2017,4,11,10.7,4.3,7.5
832,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-12,2017,4,12,13,7.5,10.3
833,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-13,2017,4,13,12.3,6.4,9.4
834,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-14,2017,4,14,12.6,6,9.3
835,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-15,2017,4,15,12.9,6.5,9.7
836,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-16,2017,4,16,12.8,3,7.9
837,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-17,2017,4,17,14,8.6,11.3
838,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-18,2017,4,18,14.3,9.1,11.7
839,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-19,2017,4,19,12.8,7.5,10.2
840,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-20,2017,4,20,13.2,8.5,10.9
841,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-21,2017,4,21,14.1,6.5,10.3
842,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-22,2017,4,22,13.8,7.3,10.6
843,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-23,2017,4,23,,8.6,10.45
844,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-24,2017,4,24,13.1,7.4,10.3
845,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-25,2017,4,25,13.8,8.4,11.1
846,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-26,2017,4,26,14.9,8,11.5
847,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-27,2017,4,27,12.5,8.4,10.5
848,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-28,2017,4,28,13.9,5.3,9.6
849,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-29,2017,4,29,10.2,7.7,9
850,-123.18,49.19,VANCOUVER INTL A,1108395,2017-04-30,2017,4,30,13.9,5.9,9.9
851,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-01,2017,5,1,11.4,6.5,9
852,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-02,2017,5,2,14.4,3.8,9.1
853,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-03,2017,5,3,15.4,11,13.2
854,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-04,2017,5,4,19.6,9.3,14.5
855,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-05,2017,5,5,16.4,9.8,13.1
856,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-06,2017,5,6,13.2,8.4,10.8
857,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-07,2017,5,7,13.3,4.4,8.9
858,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-08,2017,5,8,14.9,8.7,11.8
859,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-09,2017,5,9,15.2,5.7,10.5
860,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-10,2017,5,10,17.4,9.9,13.7
861,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-11,2017,5,11,13.6,9.1,11.4
862,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-12,2017,5,12,13.8,7.2,10.5
863,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-13,2017,5,13,13.8,5.9,9.9
864,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-14,2017,5,14,13.9,8.2,11.1
865,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-15,2017,5,15,10.9,6.6,8.8
866,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-16,2017,5,16,13.2,5.9,9.6
867,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-17,2017,5,17,15.8,9.3,12.6
868,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-18,2017,5,18,16.6,11.1,13.9
869,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-19,2017,5,19,17.8,10.6,14.2
870,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-20,2017,5,20,18.7,7.8,13.3
871,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-21,2017,5,21,19.8,8.4,14.1
872,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-22,2017,5,22,21.7,9.9,15.8
873,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-23,2017,5,23,22.4,10,16.2
874,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-24,2017,5,24,17,9.8,13.4
875,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-25,2017,5,25,17.6,7.8,12.7
876,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-26,2017,5,26,20.4,8.6,14.5
877,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-27,2017,5,27,22.2,9.7,16
878,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-28,2017,5,28,25.9,10.9,18.4
879,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-29,2017,5,29,22.9,12.3,17.6
880,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-30,2017,5,30,15.7,11.8,13.8
881,-123.18,49.19,VANCOUVER INTL A,1108395,2017-05-31,2017,5,31,18.2,11.3,14.8
882,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-01,2017,6,1,18.1,12.5,15.3
883,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-02,2017,6,2,19.3,12.2,15.8
884,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-03,2017,6,3,17.9,11.6,14.8
885,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-04,2017,6,4,18.1,9.4,13.8
886,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-05,2017,6,5,18.8,8.3,13.6
887,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-06,2017,6,6,24,11.5,17.8
888,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-07,2017,6,7,22.8,13.7,18.3
889,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-08,2017,6,8,17.4,11.8,14.6
890,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-09,2017,6,9,17.5,8.6,13.1
891,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-10,2017,6,10,17.4,10,13.7
892,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-11,2017,6,11,18.8,9.3,14.1
893,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-12,2017,6,12,20.2,13.5,16.9
894,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-13,2017,6,13,16.9,11.1,14
895,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-14,2017,6,14,16.6,9.7,13.2
896,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-15,2017,6,15,14.6,11.5,13.1
897,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-16,2017,6,16,20.1,11.3,15.7
898,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-17,2017,6,17,17.2,11.1,14.2
899,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-18,2017,6,18,15.8,11.6,13.7
900,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-19,2017,6,19,18.6,11.8,15.2
901,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-20,2017,6,20,19.9,13.2,16.6
902,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-21,2017,6,21,18.1,12,15.1
903,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-22,2017,6,22,19.5,10.1,14.8
904,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-23,2017,6,23,21.1,11,16.1
905,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-24,2017,6,24,25.2,11.3,18.3
906,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-25,2017,6,25,26.2,13.1,19.7
907,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-26,2017,6,26,22.5,15,18.8
908,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-27,2017,6,27,20,12.4,16.2
909,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-28,2017,6,28,20.1,12.8,16.5
910,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-29,2017,6,29,21.6,12.2,16.9
911,-123.18,49.19,VANCOUVER INTL A,1108395,2017-06-30,2017,6,30,24.1,13.1,18.6
912,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-01,2017,7,1,21.5,13.2,17.4
913,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-02,2017,7,2,23.9,12.8,18.4
914,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-03,2017,7,3,19.9,14.1,17
915,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-04,2017,7,4,20.8,12.2,16.5
916,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-05,2017,7,5,24.1,12.1,18.1
917,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-06,2017,7,6,24.4,13.8,19.1
918,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-07,2017,7,7,22.6,14.2,18.4
919,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-08,2017,7,8,22.9,11.8,17.4
920,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-09,2017,7,9,24,15,19.5
921,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-10,2017,7,10,20.8,15.6,18.2
922,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-11,2017,7,11,21.9,12.2,17.1
923,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-12,2017,7,12,23.6,13.3,18.5
924,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-13,2017,7,13,22.9,14.9,18.9
925,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-14,2017,7,14,22.7,12.6,17.7
926,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-15,2017,7,15,23.9,13.3,18.6
927,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-16,2017,7,16,20.5,15.5,18
928,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-17,2017,7,17,22.7,10.4,16.6
929,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-18,2017,7,18,22.8,12.7,17.8
930,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-19,2017,7,19,23.9,13.7,18.8
931,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-20,2017,7,20,23.6,15.6,19.6
932,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-21,2017,7,21,20.3,14.2,17.3
933,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-22,2017,7,22,21.9,15.4,18.7
934,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-23,2017,7,23,22.3,15.6,19
935,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-24,2017,7,24,22.1,15.7,18.9
936,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-25,2017,7,25,23.8,15.2,19.5
937,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-26,2017,7,26,25.4,13.6,19.5
938,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-27,2017,7,27,23.4,13.4,18.4
939,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-28,2017,7,28,22.5,11.5,17
940,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-29,2017,7,29,25.7,12.8,19.3
941,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-30,2017,7,30,24.1,14.9,19.5
942,-123.18,49.19,VANCOUVER INTL A,1108395,2017-07-31,2017,7,31,23.8,13.6,18.7
943,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-01,2017,8,1,22.5,17.2,19.9
944,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-02,2017,8,2,22.5,17.2,19.9
945,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-03,2017,8,3,24.1,16.9,20.5
946,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-04,2017,8,4,21.5,15.1,18.3
947,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-05,2017,8,5,23.9,15,19.5
948,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-06,2017,8,6,23.6,13.1,18.4
949,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-07,2017,8,7,23.1,14.3,18.7
950,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-08,2017,8,8,23.7,15,19.4
951,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-09,2017,8,9,24.4,14.9,19.7
952,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-10,2017,8,10,26.1,15.9,21
953,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-11,2017,8,11,24.8,15.4,20.1
954,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-12,2017,8,12,21.6,14,17.8
955,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-13,2017,8,13,20.6,15.1,17.9
956,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-14,2017,8,14,20.1,13.4,16.8
957,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-15,2017,8,15,21.5,13.2,17.4
958,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-16,2017,8,16,23.7,13.6,18.7
959,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-17,2017,8,17,23.9,13.9,18.9
960,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-18,2017,8,18,23.3,13.6,18.5
961,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-19,2017,8,19,20.4,13.9,17.2
962,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-20,2017,8,20,22.1,13.4,17.8
963,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-21,2017,8,21,22.1,12.6,17.4
964,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-22,2017,8,22,28.3,13.8,21.1
965,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-23,2017,8,23,24.5,14.8,19.7
966,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-24,2017,8,24,21.4,13.3,17.4
967,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-25,2017,8,25,21.2,12.3,16.8
968,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-26,2017,8,26,23.6,10.9,17.3
969,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-27,2017,8,27,24.5,13,18.8
970,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-28,2017,8,28,24.3,15.4,19.9
971,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-29,2017,8,29,29.5,15.4,22.5
972,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-30,2017,8,30,22.7,15.3,19
973,-123.18,49.19,VANCOUVER INTL A,1108395,2017-08-31,2017,8,31,22.1,12.8,17.5
974,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-01,2017,9,1,23.2,13.2,18.2
975,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-02,2017,9,2,26.3,12.4,19.4
976,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-03,2017,9,3,26,16.1,21.1
977,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-04,2017,9,4,25.7,15.4,20.6
978,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-05,2017,9,5,26.4,17.8,22.1
979,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-06,2017,9,6,26.6,17.7,22.2
980,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-07,2017,9,7,22.9,16.1,19.5
981,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-08,2017,9,8,19.6,16.6,18.1
982,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-09,2017,9,9,17.1,13.1,15.1
983,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-10,2017,9,10,20.8,12.2,16.5
984,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-11,2017,9,11,23.4,12.2,17.8
985,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-12,2017,9,12,19.2,15.6,17.4
986,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-13,2017,9,13,18.8,11.9,15.4
987,-123.18,49.19,VANCOUVER INTL A,1108395,2017-09-14,2017,9,14,19.7,8.7,14.2
